山西龙江保险公估有限公司	保险公估机构	2019-7-26	请选择	
中国人寿保险股份有限公司阳城县支公司新阳街营销服务部	保险公司－人身险	2007-12-5	营业	
中国人寿保险股份有限公司陵川县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司陵川县支公司平城镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司陵川县支公司附城镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司陵川县支公司礼义镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司陵川县支公司秦家庄乡营销服务部	保险公司－人身险	2005-7-13	营业	
中国人寿保险股份有限公司陵川县支公司西河底镇营销服务部	保险公司－人身险	2005-7-13	营业	
中国人寿保险股份有限公司陵川县支公司杨村镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司陵川县支公司潞城镇营销服务部	保险公司－人身险	2007-5-21	营业	
中国人寿保险股份有限公司陵川县支公司六泉乡营销服务部	保险公司－人身险	2007-5-21	营业	
中国人寿保险股份有限公司泽州县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司泽州县支公司川底乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司泽州县支公司周村镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司泽州县支公司晋庙铺镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司泽州县支公司高都镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司泽州县支公司南村镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司泽州县支公司下村镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司泽州县支公司巴公镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司泽州县支公司金村镇营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司泽州县支公司大阳镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司泽州县支公司大东沟镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司泽州县支公司北义城乡营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司泽州县支公司李寨乡营销服务部	保险公司－人身险	2005-7-13	营业	
中国人寿保险股份有限公司泽州县支公司山河镇营销服务部	保险公司－人身险	2005-7-13	营业	
中国人寿保险股份有限公司泽州县支公司南岭镇营销服务部	保险公司－人身险	2007-5-21	撤销	
中国人寿保险股份有限公司泽州县支公司大箕镇营销服务部	保险公司－人身险	2007-5-21	营业	
中国人寿保险股份有限公司泽州县支公司犁川镇营销服务部	保险公司－人身险	2007-5-21	撤销	
中国人寿保险股份有限公司泽州县支公司柳树口镇营销服务部	保险公司－人身险	2007-5-21	破产	
中国人寿保险股份有限公司高平市支公司	保险公司－人身险	1996-12-6	营业	
中国人寿保险股份有限公司高平市支公司陈区镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司高平市支公司马村镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司高平市支公司河西镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司高平市支公司原村乡营销服务部	保险公司－人身险	2004-12-30	营业	
中国人寿保险股份有限公司高平市支公司寺庄镇营销服务部	保险公司－人身险	2004-12-30	营业	
中国人寿保险股份有限公司高平市支公司北诗镇营销服务部	保险公司－人身险	2004-12-30	营业	
中国人寿保险股份有限公司高平市支公司神农镇营销服务部	保险公司－人身险	2004-12-30	营业	
中国人寿保险股份有限公司高平市支公司野川镇营销服务部	保险公司－人身险	2007-5-21	营业	
中国人寿保险股份有限公司高平市支公司建宁乡营销服务部	保险公司－人身险	2007-5-21	营业	
中国人寿保险股份有限公司朔州分公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司朔州分公司开发北路营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司朔州分公司平朔矿区营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司朔州分公司平朔北路营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司朔州分公司神头电厂神电路营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司朔州分公司开发北延长路营销服务部	保险公司－人身险	2008-4-29	营业	
中国人寿保险股份有限公司朔州市朔城区支公司	保险公司－人身险	1996-12-6	营业	
中国人寿保险股份有限公司朔州分公司平朔路营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司朔城区支公司神头电厂永乐街营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司朔州市平鲁区支公司	保险公司－人身险	2012-5-4	营业	
中国人寿保险股份有限公司朔州分公司平鲁区营销服务部	保险公司－人身险	2008-1-30	改建	
中国人寿保险股份有限公司山阴县支公司	保险公司－人身险	1996-12-6	营业	
中国人寿保险股份有限公司山阴县支公司青年路营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司应县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司右玉县支公司	保险公司－人身险	2002-12-3	营业	
中国人寿保险股份有限公司朔州分公司右玉县营销服务部	保险公司－人身险	2003-6-30	改建	
中国人寿保险股份有限公司怀仁县支公司	保险公司－人身险	1996-12-6	营业	
中国人寿保险股份有限公司怀仁县支公司王坪矿营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司晋中分公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司晋中分公司营业部	保险公司－人身险	1996-12-6	营业	
中国人寿保险股份有限公司晋中分公司第一营销服务部	保险公司－人身险	2002-12-3	营业	
中国人寿保险股份有限公司晋中分公司榆次区东阳镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司晋中分公司榆次区修文镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司晋中分公司开发区营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司晋中分公司榆次区北田镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司晋中分公司西顺城街营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司晋中分公司榆次区乌金山镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司晋中分公司榆次区张庆乡营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司晋中分公司榆次区长凝镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司晋中分公司榆次区什贴镇营销服务部	保险公司－人身险	2007-6-27	营业	
中国人寿保险股份有限公司晋中分公司榆次区郭家堡乡营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司榆社县支公司	保险公司－人身险	2012-5-4	营业	
中国人寿保险股份有限公司晋中分公司榆社县营销服务部	保险公司－人身险	2003-6-30	改建	
中国人寿保险股份有限公司晋中分公司榆社县云竹镇营销服务部	保险公司－人身险	2007-6-27	营业	
中国人寿保险股份有限公司晋中分公司榆社县郝北镇营销服务部	保险公司－人身险	2007-11-20	营业	
中国人寿保险股份有限公司左权县支公司	保险公司－人身险	2012-5-4	营业	
中国人寿保险股份有限公司晋中分公司左权县营销服务部	保险公司－人身险	2003-6-30	改建	
中国人寿保险股份有限公司晋中分公司左权县麻田镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司晋中分公司左权县龙泉乡营销服务部	保险公司－人身险	2006-1-12	撤销	
中国人寿保险股份有限公司晋中分公司左权县寒王乡营销服务部	保险公司－人身险	2006-1-12	撤销	
中国人寿保险股份有限公司晋中分公司左权县粟城乡营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司晋中分公司左权县羊角乡营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司晋中分公司左权县芹泉镇营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司晋中分公司左权县桐峪镇营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司晋中分公司左权县拐儿镇营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司和顺县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司和顺县支公司李阳镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司和顺县支公司松烟镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司和顺县支公司温源村营销服务部	保险公司－人身险	2007-11-20	营业	
中国人寿保险股份有限公司和顺县支公司青城镇营销服务部	保险公司－人身险	2007-11-20	营业	
中国人寿保险股份有限公司昔阳县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司昔阳县支公司赵壁乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司昔阳县支公司李家庄乡营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司昔阳县支公司东冶头镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司昔阳县支公司大寨镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司昔阳支公司皋落镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司寿阳县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司寿阳县支公司平头镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司寿阳县支公司温家庄乡营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司寿阳县支公司宗艾镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司寿阳县支公司南燕竹镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司太谷县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司太谷县支公司胡村镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司太谷县支公司范村镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司太谷县支公司任村乡营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司太谷县支公司小白乡营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司太谷县支公司侯城乡营销服务部	保险公司－人身险	2006-12-15	营业	
中国人寿保险股份有限公司太谷县支公司北汪乡营销服务部	保险公司－人身险	2006-12-15	营业	
中国人寿保险股份有限公司太谷县支公司水秀乡营销服务部	保险公司－人身险	2006-12-15	营业	
中国人寿保险股份有限公司太谷县支公司阳邑乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司太谷县支公司明星镇营销服务部	保险公司－人身险	2008-9-17	营业	
中国人寿保险股份有限公司祁县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司祁县支公司东观镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司祁县支公司古县镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司祁县支公司城赵镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司祁县支公司贾令镇营销服务部	保险公司－人身险	2006-1-12	撤销	
中国人寿保险股份有限公司祁县支公司峪口镇营销服务部	保险公司－人身险	2007-11-20	撤销	
中国人寿保险股份有限公司平遥县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司平遥县支公司洪善镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司平遥县支公司康宁街营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司平遥县支公司段村镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司平遥县支公司宁固镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司平遥县支公司朱坑乡营销服务部	保险公司－人身险	2007-6-27	撤销	
中国人寿保险股份有限公司灵石县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司灵石县支公司两渡镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司灵石县支公司段纯镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司灵石县支公司南关镇营销服务部	保险公司－人身险	2006-1-12	营业	
中国人寿保险股份有限公司灵石县支公司静升镇营销服务部	保险公司－人身险	2007-11-20	营业	
中国人寿保险股份有限公司灵石县支公司交口乡营销服务部	保险公司－人身险	2007-11-20	营业	
中国人寿保险股份有限公司介休市支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司介休市支公司张兰镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司介休市支公司义棠镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司介休市支公司义安镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司介休市支公司连福镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司介休市支公司宋古乡营销服务部	保险公司－人身险	2006-12-15	营业	
中国人寿保险股份有限公司介休市支公司绵山镇营销服务部	保险公司－人身险	2006-12-15	营业	
中国人寿保险股份有限公司介休市支公司龙凤乡营销服务部	保险公司－人身险	2006-12-15	营业	
中国人寿保险股份有限公司运城分公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司运城分公司营业部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司运城分公司河东广场营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司运城分公司盐湖区安邑镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司运城分公司盐湖区冯村乡营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司运城分公司盐湖区陶村镇营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司运城分公司盐湖区解州镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司运城分公司盐湖区北相镇营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司运城分公司盐湖区龙居镇营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司运城分公司盐湖区席张乡营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司运城分公司盐湖区金井乡营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司运城分公司盐湖区王范乡营销服务部	保险公司－人身险	2004-11-16	撤销	
中国人寿保险股份有限公司运城分公司盐湖区泓芝驿镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司运城分公司中城营销服务部	保险公司－人身险	2006-7-6	营业	
中国人寿保险股份有限公司运城分公司黄河大道营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司运城分公司北城营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司运城分公司槐东路营销服务部	保险公司－人身险	2007-11-20	营业	
中国人寿保险股份有限公司临猗县支公司	保险公司－人身险	1996-12-6	营业	
中国人寿保险股份有限公司临猗县支公司临晋镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临猗县支公司牛杜乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临猗县支公司卓里镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临猗县支公司孙吉镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临猗县支公司三管镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临猗县支公司嵋阳镇营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司临猗县支公司庙上乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临猗县支公司角杯乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临猗县支公司北景乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临猗县支公司七级镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临猗县支公司东张镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司临猗县支公司闫家庄工贸区营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司临猗县支公司耽子乡营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司临猗县支公司楚侯乡营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司临猗县支公司北辛乡营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司万荣县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司万荣县支公司北大街营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司万荣县支公司通化镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司万荣县支公司荣河镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司万荣县支公司高村乡营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司万荣县支公司解店镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司万荣县支公司汉薛镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司万荣县支公司光华乡营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司闻喜县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司闻喜县支公司东镇镇营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司闻喜县支公司郭家庄镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司闻喜县支公司河底镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司闻喜县支公司凹底镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司闻喜县支公司阳隅乡营销服务部	保险公司－人身险	2009-11-27	营业	
中国人寿保险股份有限公司稷山县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司稷山县支公司稷王路营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司稷山县支公司翟店镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司稷山县支公司西社镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司稷山县支公司化峪镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司稷山县支公司太阳乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司稷山县支公司清河镇营销服务部	保险公司－人身险	2009-11-27	营业	
中国人寿保险股份有限公司新绛县支公司	保险公司－人身险	1996-12-6	营业	
中国人寿保险股份有限公司新绛县支公司龙兴街营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司新绛县支公司文庙路营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司新绛县支公司万安镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司新绛县支公司泽掌镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司新绛县支公司古交镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司新绛县支公司三泉镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司新绛县支公司北张镇营销服务部	保险公司－人身险	2009-11-27	营业	
中国人寿保险股份有限公司新绛县支公司横桥乡营销服务部	保险公司－人身险	2009-11-27	营业	
中国人寿保险股份有限公司新绛县支公司北苏村营销服务部	保险公司－人身险	2009-11-27	营业	
中国人寿保险股份有限公司绛县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司绛县支公司南凡镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司绛县支公司振兴街营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司绛县支公司电厂营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司绛县支公司横水镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司绛县支公司开发区营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司垣曲县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司垣曲县支公司新城镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司垣曲县支公司英言乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司垣曲县支公司中条大街营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司垣曲县支公司华峰乡营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司垣曲县支公司历山镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司垣曲县支公司王茅镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司垣曲县支公司长直乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司垣曲县支公司古城镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司垣曲县支公司新城镇前河营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司垣曲县支公司铜矿峪营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司垣曲县支公司毛家镇营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司夏县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司夏县支公司东风西街营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司夏县支公司裴介镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司夏县支公司尉郭乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司夏县支公司水头镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司夏县支公司庙前镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司平陆县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司平陆县支公司城关镇营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司平陆县支公司张店镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司平陆县支公司常乐镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司平陆县支公司曹川镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司平陆县支公司部官乡营销服务部	保险公司－人身险	2004-11-16	撤销	
中国人寿保险股份有限公司平陆县支公司杜马乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司平陆县支公司南村乡营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司平陆县支公司张村镇营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司平陆县支公司洪池乡营销服务部	保险公司－人身险	2007-11-20	营业	
中国人寿保险股份有限公司平陆县支公司三门镇营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司平陆县支公司晴岚乡营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司平陆县支公司下坪乡营销服务部	保险公司－人身险	2009-11-27	撤销	
中国人寿保险股份有限公司芮城县支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司芮城县支公司陌南镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司芮城县支公司风陵渡镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司芮城县支公司东垆乡营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司芮城县支公司大王镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司芮城县支公司阳城镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司芮城县支公司永乐镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司芮城县支公司西陌镇营销服务部	保险公司－人身险	2009-11-27	营业	
中国人寿保险股份有限公司芮城县支公司学张乡营销服务部	保险公司－人身险	2009-11-27	营业	
中国人寿保险股份有限公司芮城县支公司南卫乡营销服务部	保险公司－人身险	2009-11-27	营业	
中国人寿保险股份有限公司永济市支公司	保险公司－人身险	1996-12-6	营业	
中国人寿保险股份有限公司永济市支公司董村营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司永济市支公司栲栳镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司永济市支公司蒲州镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司永济市支公司卿头镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司永济市支公司于乡镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司永济市支公司电机营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司永济市支公司舜都营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司永济市支公司开张镇营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司永济市支公司张营乡营销服务部	保险公司－人身险	2003-12-10	营业	
中国人寿保险股份有限公司永济市支公司韩阳镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司永济市支公司栲栳镇常青村营销服务部	保险公司－人身险	2003-6-30	撤销	
中国人寿保险股份有限公司永济市支公司蒲州镇文学村营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司河津市支公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司河津市支公司山西铝厂营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司河津市支公司樊村镇营销服务部	保险公司－人身险	2004-11-16	营业	
中国人寿保险股份有限公司河津市支公司城东营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司河津市支公司小梁乡营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司河津市支公司僧楼镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司河津市支公司干涧村营销服务部	保险公司－人身险	2008-4-29	营业	
中国人寿保险股份有限公司河津市支公司黄村营销服务部	保险公司－人身险	2008-4-29	营业	
中国人寿保险股份有限公司河津市支公司柴家乡营销服务部	保险公司－人身险	2008-4-29	营业	
中国人寿保险股份有限公司忻州分公司	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司忻州分公司建设北路营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司忻州分公司忻府区南肖村营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司忻州分公司营业部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司忻州分公司和平中街营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司忻州分公司忻府区奇村镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司忻州分公司忻府区豆罗镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司忻州分公司忻府区紫岩乡营销服务部	保险公司－人身险	2007-8-27	营业	
中国人寿保险股份有限公司忻州分公司忻府区董村镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司忻州分公司忻府区庄磨镇营销服务部	保险公司－人身险	2003-6-30	营业	
中国人寿保险股份有限公司定襄县支公司	保险公司－人身险	1996-12-6	营业	
中国人寿保险股份有限公司忻州分公司忻府区北义井乡营销服务部	保险公司－人身险	2003-6-30	营业	
